name,latitude,longitude,cctvUrl,type,roadId,resolution,format,time
[서부내륙선(평택부여)] 청양IC,36.438021,126.785659,http://cctvsec.ktict.co.kr/80362/bjQS8RK7tW1ISQOd17FqFdQhztshuYytPNe6xZcDCucw8q75JADsy93FRNNlbApc4DDXE3Ex654IZ3V5fY6GnAI/mgWyeFG+kq+Rk954RKI=,1,,,HLS,
[서부내륙선(평택부여)] 장승1교,36.454021,126.776848,http://cctvsec.ktict.co.kr/80363/nshtD2mQ3isgP/U8HKjXkn5VkZFcfqaI0Bvl9jwzgJcFKm8VlAMjD9Cqx/Try2qlDIhWaJao0nQmYwiuhnqEtuoXJ+ihMEjvrcfhSOcEdRs=,1,,,HLS,
[서부내륙선(평택부여)] 청양졸음쉼터,36.460791,126.776432,http://cctvsec.ktict.co.kr/80364/kkQdIRUgc4vAS2wJE5Il2cDGNbGb4YTDFakAApPLAlp0ZocEe48+8RY570G8gfHpKTIKxV2hjIWdWEwkCm+th1rrfCVB/EypLtSnSV/sJjY=,1,,,HLS,
[서부내륙선(평택부여)] 용천교,36.483886,126.766714,http://cctvsec.ktict.co.kr/80365/CRj+vD5s84RzfM6yc5PxIeQwCtND7Q+EBDuxFxkjJJgmu1k3HUsAUkaPb7tGT9A4PL1vGivWxqwGvzymaa92Y4TRMv5/yxX5TR6EgnduVzo=,1,,,HLS,
[서부내륙선(평택부여)] 양사2교,36.501130,126.765941,http://cctvsec.ktict.co.kr/80366/tcw8OpFIMh2f6tq4vxkJW1st6XSquQD1NLhEusQexjqgwW+5Y9UNjvfHDqAmAY4hj1zoO9GUu1dy8i3cP0TYUPrs/B47Vj8PAY8/3OqisEo=,1,,,HLS,
[서부내륙선(평택부여)] 천태교,36.518042,126.764398,http://cctvsec.ktict.co.kr/80367/Cn8+Q0zAzQvzvxVz7lSs5OKrIBFxoEGQOeHyI36NGJP8+arJYK5bkoc87FWi533REX9eAu1+Aravc67iBhNDdHhGFX+QyrF8tB9wsD7/K3Y=,1,,,HLS,
[서부내륙선(평택부여)] 노전천교,36.533083,126.767810,http://cctvsec.ktict.co.kr/80368/ZK3OvFddiavezIoFPurekuOCwwBUeL7WpWHlqPeuWamDMSPC2oN4JgquNiPtroXszc6beGwHfcMs3+9hbb+NvcrBfbgYKjg5wA+e2jyQ1Hs=,1,,,HLS,
[서부내륙선(평택부여)] 광시1교,36.550206,126.767214,http://cctvsec.ktict.co.kr/80369/FH+q1TSpCQ0IhZYqvHm5utVFmciKMvN2vx6SnhN5/RStdgMuMcI0IIPsVx5Qng/Bdlax9pwDOuG6pzmeuXgaKMdkuJCAJWJxoSU7s/llL/I=,1,,,HLS,
[서부내륙선(평택부여)] 광시2생태터널,36.572372,126.775453,http://cctvsec.ktict.co.kr/80370/nkkxG6T2KHbb2EHULYZngujM61c+sp1NVoUr7El0+yczzV5TRU4xBuMm0L2p8W12ES2nwh3Wk/RYtc9YDWKh1oUkXpOnftBlbll+5OpWz8Y=,1,,,HLS,
[서부내륙선(평택부여)] 대흥2터널,36.613098,126.778468,http://cctvsec.ktict.co.kr/80371/IJn9eKS+aCapiC7yjOW3k9AMZp0Dq3nw3x8bzqDkhJy1XexCTmDhoM99nR4c3OUB/B35DTjX/nWKW5vxDo/2VpKTidiV/jlRYsZoB2lg8L0=,1,,,HLS,
[서부내륙선(평택부여)] 예산예당호,36.624165,126.780016,http://cctvsec.ktict.co.kr/80372/4qrpmLrLtSai4HlMidgqbh+Yx0TTASCE+BWQZ/LIFKdzelqFaamlB8bz/Uo+oZwdBzSPFsszVDM6BeyQ2IpbCDTf+DQCR3jrz9R931e0Sfw=,1,,,HLS,
[서부내륙선(평택부여)] 팔봉산터널(입구),36.641991,126.783278,http://cctvsec.ktict.co.kr/80373/W6ORmZxLjmnLTJ1gUyuCgmeAlP5LuLCmOhqC1dlrGxiVaCPGBVbfe1Hupdklyus4df0qU9a6V5iQ95sjGh14Brm+SMmwTPblWIAFvo8eqfs=,1,,,HLS,
[서부내륙선(평택부여)] 팔봉산터널(출구),36.650945,126.785307,http://cctvsec.ktict.co.kr/80374/50pkXN0Up3RNT+0Wt5ROUi1XOBulIgIGSAMrhpSq6iVrayAqnj0kG7RYjaZbQlhhO3iWeeGZ9pMDhCo9ECrP7couZO78Q0YAr/apJjKMT8k=,1,,,HLS,
[서부내륙선(평택부여)] 예산분기점,36.659870,126.786810,http://cctvsec.ktict.co.kr/80375/cvB/McuzPR8tI0C1yfANEbYS4VzyLPek18uU4Nry3Yo8BUj2FH9gFKkkcf80DtsPd2gpaW5OlHQC22x4/9/taUEbCzCsLLGwB9W8qXOjr0Y=,1,,,HLS,
[서부내륙선(평택부여)] 월곡2교,36.668962,126.787095,http://cctvsec.ktict.co.kr/80376/HrIDh7OB21pgkuK84dy84nrCP0K5jcyPgrDIB9SRJgSsKcf0eZm9SH/JvHQ3GMLnKiFPD0sbr0w+Ndr3K22MHVQFLVWpxEQFXKhHSRnoTUA=,1,,,HLS,
[서부내륙선(평택부여)] 신석2교,36.686511,126.783304,http://cctvsec.ktict.co.kr/80377/bFxoWoo0k0UraFjA8VEPQ+uTglFF/Bw2IBFDON2A7LfcXdGrVwrHUzptwpEgbhi/i3A4ncTy+PSKsCX5mbErCREfMxIL/JgLQggsPzDt0+s=,1,,,HLS,
[서부내륙선(평택부여)] 원천1터널,36.703984,126.787831,http://cctvsec.ktict.co.kr/80378/rCJNbXgaeZZGbQ56rP+DkZYRJuBl3lDYsi987C9xQg0psuW/bgEPDVmGJq1Ca14heoI9TzVvT0PhbYYBpHALFBckA8PhPfEKdXoeDrm9kJc=,1,,,HLS,
[서부내륙선(평택부여)] 오촌터널,36.719980,126.798136,http://cctvsec.ktict.co.kr/80379/pHYmMX+GWl5Dter2VkU12M6rjm751QtNHvHGxKaRZ/CuoSMYKcxJ8ZKP8Q3IFABPODYTRBU5nbCVJinCa/A9FBKUnln8H+RB4+ujN4EZTWw=,1,,,HLS,
[서부내륙선(평택부여)] 용궁교,36.736460,126.807124,http://cctvsec.ktict.co.kr/80380/x87+pmQiJ98ZjGhxpJSOgkl3qi3iUlFPons9SCbH1cbQMWBOmHGQef+YCH2Av7LErzXD3ZlTk8UNKLXOzIkLCXe/fS9nfW+ciI6cGYy5vwY=,1,,,HLS,
[서부내륙선(평택부여)] 용궁육교,36.744971,126.810723,http://cctvsec.ktict.co.kr/80381/mYDrLeSR0XT4gght0aTX07ILV80vI3D7saPrymQj4vO0lgxWYSwOo5LwWmxulQvYIULNQsEmHLoCAnt0I6Z1Fyyfpa8nAvQHTWPbUfKedHA=,1,,,HLS,
[서부내륙선(평택부여)] 예산추사고택IC,36.752693,126.821564,http://cctvsec.ktict.co.kr/80382/G+PwM7B2S8mQD7Iy4+50rGy/QCNGcP1elDUrv0ZbBeRgVOqoJdUPq6fkCU9MZnTQUUVz6PnBFkTEmsak5HRRpEWElTH9jbqvAqa8fgzL8iY=,1,,,HLS,
[서부내륙선(평택부여)] 무한천2교,36.757109,126.842122,http://cctvsec.ktict.co.kr/80383/6U+NxBU3SvoPS5jcXsBsQp1bH/NGrAqA7xHdXITNaTXWlAf5PmhcWXEP5sSZ6hRyDYN01nQXA1Xo3KUCeQlj25m930owqpFpso6TWbeCCsM=,1,,,HLS,
[서부내륙선(평택부여)] 도고천교,36.767718,126.859903,http://cctvsec.ktict.co.kr/80384/5DtcIj2VwTy4wQx+1TervpnhD9j0ooA9g5lJgbhQsZ0It61ES3LgAe8idrpTRiAPIj6lDflwOc+MrUOtAC1GoXS8jd+ISnJtNChzcA10ajE=,1,,,HLS,
[서부내륙선(평택부여)] 선장졸음쉼터,36.777760,126.875700,http://cctvsec.ktict.co.kr/80385/6MMdMksQNwrqoS//y0LDg4Kmsm5eEZ8k7VmPlptuBMv8o4tVyKbFa0fx2jyCIEeiReahd20te6yww+PlaDtAz9beAyXHf/sxneFDzSQEk8M=,1,,,HLS,
[서부내륙선(평택부여)] 선창터널,36.791552,126.891153,http://cctvsec.ktict.co.kr/80386/Z+wQxyUELabBf0GH5R798yB0IXgkuLLImmlKNRg2AQYrlZ3DlPyvh6H9o+r3/lOFDPPygRBbQGb2s4r2P42lNnVmuh/Gmn+genfOqGilB+s=,1,,,HLS,
[서부내륙선(평택부여)] 선창터널,36.809167,126.891986,http://cctvsec.ktict.co.kr/80387/rIGrrfo4ShexBipWVyLsjST2/q2+O5AztdXVyJrQK/po53FjarxD74SgX5AfB4MhX3qxdcwtzTi6JW5miXdXlxUPqga7FW9qGe8koazCGgI=,1,,,HLS,
[서부내륙선(평택부여)] 곡교천1교,36.823963,126.895614,http://cctvsec.ktict.co.kr/80388/Ax5HDSFIf9BO72BS8qo/5B6RHZ4mRTdA2VPHfkiyKIxgljXOm57dX08DLHjYEqUCjC/x5a2yEaTdI4si4ib43Y1DsqjDJx/OF+jctx0Y0PI=,1,,,HLS,
[서부내륙선(평택부여)] 도흥생태터널,36.842220,126.906118,http://cctvsec.ktict.co.kr/80389/QJrMVlLHkqRijA0ifFP3TB5WgScW8Gmb/Vp9op8ePOXchJmEtfhSLHFARhV7W8vTqujtYEIcqVEx4zsAMWYD8SZLaVXeSNnFGpT8daZZjoQ=,1,,,HLS,
[서부내륙선(평택부여)] 삼원들천교,36.852747,126.908222,http://cctvsec.ktict.co.kr/80390/I0UbCEOaQNEBzMFnIvDTPXd97ieR0Ol9eiQ3ekvJNxTGILdT93jz6iptFftQDGS4VzEMewrAL+G5UOOZYV53z4AfZMc9e4Sx4HIQO1ow34Q=,1,,,HLS,
[서부내륙선(평택부여)] 아산분기점,36.866518,126.920812,http://cctvsec.ktict.co.kr/80391/KueDw9SleeUTu/KmyRujaui5Ms/Y+I+1tb4Hs6O7EnJy57LngWxaNcASdbKCbWYO4JPcxHr6TLhhiX4gDaOIfAvoiFDFNfFMfhAbJrxa7yE=,1,,,HLS,
[서부내륙선(평택부여)] 영인나들목,36.874901,126.921869,http://cctvsec.ktict.co.kr/80392/NmAIl4P0WF2opUVlKGV+RHyRSqxXMULPz7TZY8xNVYAmZThfyxlpCzvonP+gJG1eNNVTw/pqO97P4ubXoUDPOwE6ohy1UBrY74bErMdIlFc=,1,,,HLS,
[서부내륙선(평택부여)] 공세교,36.890007,126.915437,http://cctvsec.ktict.co.kr/80393/G7hXOhqRIMTtEe/yawx5t1mRrxK+iWitL8YQ24P+w55snt/1C3Ul1wt13oLNs0w8lcKHpLCw+WypzB/UONaC4BArWcv9AcETg1Ix/8vOKZk=,1,,,HLS,
[서부내륙선(평택부여)] 평택호SA,36.907387,126.910913,http://cctvsec.ktict.co.kr/80394/hGxcgde9Yib3J7WJCSZ/5me3M3UUWZWOZSq0LYc71Mv/+poF5basU5qitmgkmx4ArbDyTPgDAM86f1qRitwTgUPIBnxekAcbjumOer8pODY=,1,,,HLS,
[서부내륙선(평택부여)] 권관2교,36.924535,126.914981,http://cctvsec.ktict.co.kr/80395/musBUQoc/Qd1wFG2F0z3vPbjvuncz8xwc8c6jhGmLC3usTdLktrTj89NbpeKxBiXRMgTAe7xmXz2ultesiQ6gySVuHs1VDTqWBK9qYq/Lgw=,1,,,HLS,
[서부내륙선(평택부여)] 지선 현덕분기점,36.934052,126.915808,http://cctvsec.ktict.co.kr/80396/Ub0uS0iTHv+zJn0FZrO4o5GVMfKQY+garnajdQ0/LWsiFtYWb/uoVfrGnaQrGwKLEuvK7ZTNh0u0LxuR7h6vsclrwHHNd66RRxlx+0vHFzE=,1,,,HLS,
[서부내륙선(평택부여)] 지선 장수육교,36.947623,126.899417,http://cctvsec.ktict.co.kr/80397/KchGWN0DB5Ou51GuUS2DG9Nd5sjxoC+fwaqTAckGZBpYmOu2UKM57Mqg3YvijNymhAPCSCal3SHofGGu65taavKqcpzQKIidRkvnokb50k8=,1,,,HLS,
[서부내륙선(평택부여)] 지선 포승IC,36.950463,126.892460,http://cctvsec.ktict.co.kr/80398/R3zDavJ5UCoe4AbgEOUEAoltnoyTpP5CxeNB+S9Ec4rKZEFW77FZirlOG1rEo4x/jOckTfyzX6fmwjaHNOkvqAoHu/EX6EhuSLTQFGXHqck=,1,,,HLS,
[서부내륙선(평택부여)] 지선 포승분기점,36.965106,126.876244,http://cctvsec.ktict.co.kr/80399/VEWHrPFUYbu2VeU0qOHXe5g+rIJv1Rv+8aM6xbI+QFQT+WGoF/bRHhxGLd5HQvh3PLjf6Bku1tAw8xgLHyW3mRwuwwAwbrp3pjzvG+ACRro=,1,,,HLS,
[서부내륙선(평택부여)] 본선 안중TG,36.934037,126.925678,http://cctvsec.ktict.co.kr/80400/Ip+gErAgvRu2me5wNySrrPJjnSXHsZp44L53QeLY6RW63Vhcy/iFsOwxqMAYbkzPWSNa0Qr6fMIXUrFsjf0M+at6NAOT2snw8dAvK2CdHpk=,1,,,HLS,
[서부내륙선(평택부여)] 본선 도대천교,36.945734,126.938677,http://cctvsec.ktict.co.kr/80401/5HZMzCvnkNVVt//QfIza5vCmQmk+uDXj+W6cie/4eETj/Wym6xYYxejJLBir7tmdOYMP9UwAhTjxrJ7shfSOmIRQcyLbe4YsJHSj9UzNA/8=,1,,,HLS,
[서부내륙선(평택부여)] 본선 안중IC,36.959078,126.953163,http://cctvsec.ktict.co.kr/80402/qoDJGMGMYX9LSS4AW7NNKQ089qJpObP4EUC8egyegPnP91UqrdwcO1XKqiBsKF7X60hXCrGMXCDjxB5IPIC78AqWYfkZMY75K8VM2jirWzo=,1,,,HLS,
[서부내륙선(평택부여)] 은산1터널(평택방면),36.312212,126.824088,http://cctvsec.ktict.co.kr/80403/xBiGoYdGZgKuCUyxmYJ7h1SUxHY7IIquGiMcQct2hFxEW6kbTl4PJCMN9cxU+Ktv6YOahRDQ60A4lIcdD60zhGX2GSrdKBhg0v1ZdiXphfU=,1,,,HLS,
[서부내륙선(평택부여)] 은산1터널(부여방면),36.312905,126.823352,http://cctvsec.ktict.co.kr/80404/zdRHGanVspQyCh28Y2CL7oTDrBJC92kYE8gyaE0Ox0MHvrkqNayRxQk4PwGgkEYY86hbu/l0N7yzimqk3oGnkmfAylHx8y23d3STJeUQ8k4=,1,,,HLS,
[서부내륙선(평택부여)] 오리울터널(평택방면),36.339386,126.812402,http://cctvsec.ktict.co.kr/80405/fqjP64Kmapc+9JTtlH7lXg8NVAxmh2RTmVcdyFNWdEHuG8NiD9q5SBm63QFgGrsjl5yXQ+CKvXTLbWWkRu2K1BXNaBnWp05uesB5xul+oTs=,1,,,HLS,
[서부내륙선(평택부여)] 오리울터널(부여방면),36.339513,126.812162,http://cctvsec.ktict.co.kr/80406/VCq928eGghUjEWa94oZLOBIrB2DYYl4ycpBdMuQfOFBUiLW3J8zR+ZOn9XX0GNIvM3YNowErTzWlphBfYZxPl/JH5Lw0ogYTrrFY/xuegeo=,1,,,HLS,
[서부내륙선(평택부여)] 은산2터널(평택방면),36.346979,126.807851,http://cctvsec.ktict.co.kr/80407/ZzxkehbdDQLUKwxd7aFKB/8uDm0dLHbU38wYHlTEGheBaC/YXJgRTwz+ytaPKQ2g/aJLtL0qXJA/w8Cn61I2lZvWDwEk5YuOD+101hfQV78=,1,,,HLS,
[서부내륙선(평택부여)] 은산2터널(부여방면),36.349440,126.806503,http://cctvsec.ktict.co.kr/80408/RmMu8XiGijFhkKLY/Br48+WRmRN8yRAQA0rlIwek7q2d6lWcF+VAnL/KbOd1lBDUnbEPJ4yr0j61M+OJ/nl6vdx/IbqTDphMiooK7W8MgPw=,1,,,HLS,
[서부내륙선(평택부여)] 은산3터널(평택방면),36.359473,126.801104,http://cctvsec.ktict.co.kr/80409/qM+X4n2Ouh5Rf0liE+XowrcNQS23Ql6jaacsNQ2QyIOKedlylZ1ubXRn06miDfiSYZxxGM7HNda47q46+kFL0Ytg3ISZCilRi3yuh0g9Nm0=,1,,,HLS,
[서부내륙선(평택부여)] 은산3터널(부여방면),36.363188,126.799088,http://cctvsec.ktict.co.kr/80410/Gsw3nUoSi+0Z6H0LsUqHgYQhB7bt+8OF0c9Kfw7uoTr4P3rYL7ZJH6iT9z0rvjrd/fUuMLTy5XcRqao3/tG9AqMncOxxExjFoqrtXXnl3wM=,1,,,HLS,
[서부내륙선(평택부여)] 남양1터널(평택방면),36.380924,126.794068,http://cctvsec.ktict.co.kr/80411/T8SWxm9F4RaAElcLl0pqLozQFYp3+VfO5nCGGo8f5kQWYm6IzPSVEDbSU63yC+vMcdFo5Z39XXFYRyNrizdG4HHAFylhYzDFZcr0c0i/Ntg=,1,,,HLS,
[서부내륙선(평택부여)] 남양1터널(부여방면),36.382472,126.793438,http://cctvsec.ktict.co.kr/80412/n+EbNpMXD5WZt6rB4YeYDXLvXUaxBTmS5Lv2knw/sVN3eAwvIpGLK10vYGPY/fVPVgJ0I3Bgeg+125XJiEK76ivkeDgT1PzSUYClJALOiJA=,1,,,HLS,
[서부내륙선(평택부여)] 남양2터널(평택방면),36.405903,126.791658,http://cctvsec.ktict.co.kr/80413/NRQssT99MV9CKYZ+KVFMYtWNNqnPjh+6GlK5IKfd1843ZfGtmajvD7xpGx7gmwcDdST28AXwQ37mwvCYy0RGClXn4NEbpaL1/I1LnlvKbUk=,1,,,HLS,
[서부내륙선(평택부여)] 남양2터널(부여방면),36.408415,126.791323,http://cctvsec.ktict.co.kr/80414//Uc1K63zrgHnOnFE8vYvxZQZUhOdFWtpRJ2IqGTcAan+N4AjpXgbc7rnobIlUrTcIYs47RlpnYaGmxtiMPHPwIZF1OkT5rXKhxvu+SnvTuk=,1,,,HLS,
[서부내륙선(평택부여)] 장승개1터널(평택방면),36.446028,126.781019,http://cctvsec.ktict.co.kr/80415/xdUBxgnE9SaVvf0FK69MzoSTT6Yf2X9ayMiu42QjYDRe0i2TTjs7RdcuuuM54fgj8nHFsGhrlfGhOFqXJF+FlSqK/Z0cKL0o1PTRou8ladM=,1,,,HLS,
[서부내륙선(평택부여)] 장승개1터널(부여방면),36.447020,126.779869,http://cctvsec.ktict.co.kr/80416/qyBAJan6GDQAH95qhj7gXeaMmQ3POodv43xS/uXgMGyqmyv0GZoBwURgHmh8vQFfdFBpfWv+QydOgL2H2RvrL1ZsYReqMRiTcEAoWlR5BUE=,1,,,HLS,
[서부내륙선(평택부여)] 장승개2터널(평택방면),36.448464,126.778948,http://cctvsec.ktict.co.kr/80417/7IAPo/vZdt1LoVpQNQEkvR28F0gk2775Hp18dMFzqtJ1syTByrQ8/ln+cAo6tPVe5w2HoMbt5OzY6pHcr7UY5WSwNgsrZLIDEwrwBzNOXx4=,1,,,HLS,
[서부내륙선(평택부여)] 장승개2터널(부여방면),36.448724,126.778589,http://cctvsec.ktict.co.kr/80418/XGrStV4BrFrVi8qplpjHzZr/6juSbo+mq+GTW6MUDp49Xieotfr68+KeNVuq/HBZsE5lBxYvuG35cQeJcKb14K2OOmxQ7CNtSwNzhEcblz8=,1,,,HLS,
[서부내륙선(평택부여)] 비봉터널(평택방면),36.472980,126.772296,http://cctvsec.ktict.co.kr/80419/ugvxfcS66K/Qd02QglMUruPzLBLGl28A/Uall0+YqVYxxe8D8mMcge2OSRfyDj0/wXJUFPT3617h1Aq6W84duCNzu1B26eYQc6uU+qWGofI=,1,,,HLS,
[서부내륙선(평택부여)] 비봉터널(부여방면),36.475903,126.770541,http://cctvsec.ktict.co.kr/80420/IVaCRp//QjoYCW814K9tlP4H3Ga3wRU0v0m83E90T7z6y6uZcAqdFz3U+rb3gia0VCk2cNMNalwkG+7Q+tinqyDxRgMNoymdHB0gSq7bDws=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(평택방면)_80,36.576359,126.776270,http://cctvsec.ktict.co.kr/80424/DaDcZ1l4rfNIJGkQy58LDFlsCr6nfjhW9lwCaiJsNpZkNv4Pk6Gy1E3Y6cbGOASff5sSS0KuJhTBs7w2wRKz79vsKvS2t4h9+cV7WkFtK+I=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(부여방면)_80,36.577808,126.776349,http://cctvsec.ktict.co.kr/80425/In/xUVh90jfG+c5wlPlcGmNcSgphXj84BqNwC2UMGd0DmcWPZIVg+Xio0i/3pl7BATz6IE6QZp7RZfnBOUPWWCGqCJ5z5U//hYzUavMZDXk=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(부여방면)_81,36.583231,126.777184,http://cctvsec.ktict.co.kr/80431/tssPWNtHvX6VonY7pU69ddI/6DYMeEgOOBA66Wijea/8cmfBzRDi1r1LWZ85sdXpyEnFwsIYULQOmaZAZ3bVI0ivVx7SDOg2AMsjINa0Nq0=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(평택방면)_81,36.577426,126.781691,http://cctvsec.ktict.co.kr/80432/LEeTdL0eKFsQ3Q6SI6UFYF3VBTZt6gmZVkVGd9j5kU/mdNRjDuPonspc3bq0lYlhcgFQahSq/3ohY9UL4zsjWQHu5EIindnhRofl4fPmVT8=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(부여방면)_82,36.593183,126.777961,http://cctvsec.ktict.co.kr/80439/11qL+iawl6q4BzTqUpH6+QLyS/ipbnZCEds5onyeQMwjRQGQThpBIa/7Glcolt4webza2CaJDmqAw1xrIF6Ut89Et/gpzniJnrIMak2ec6U=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(평택방면)_82,36.593635,126.778149,http://cctvsec.ktict.co.kr/80440/MGjDgu8hCSzc++dPn1ek+CWg1Bd+VzH2ZQ7eCsK3pPEzaiONrnrhHEGYrGSdkEtXex8PWCjBqjAsfVTClVphE2S3KGcxtDLrQ6usIgOmbc0=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(부여방면)_83,36.599532,126.777905,http://cctvsec.ktict.co.kr/80445/SU2BrAdOz9qDPnJkZnTZE1s0tSELkJNzVskJyH1Ihml/gT7zpeA5870rXG9hlw0QGKwdmNaGWS0ZKlSid8zwpZ4Rm8oeaJ/avdHIcifdbvY=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(평택방면)_83,36.601802,126.778061,http://cctvsec.ktict.co.kr/80448/obAA3E5tnCw6aeiF7lUHnNet5qYbr/5Q7saXpQPupPhXotdq+2fMjPRGkChm+TBk5YwuYycM1KQDzjBdlwsQHTE7kS5WqhkY/s/nec3egp0=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(부여방면)_84,36.605886,126.777910,http://cctvsec.ktict.co.kr/80451/1+1pJehAnc6q2QRAS/sJTjAEWbBRGgVFRNx+QO6BcjyHISLmHonYIF9zB/nfbU6twtcm/TerkvdX8VQvLEkOVRWqPqDN951tWTDqu58cyJo=,1,,,HLS,
[서부내륙선(평택부여)] 봉수산터널(평택방면)_84,36.598899,126.781846,http://cctvsec.ktict.co.kr/80454/LVhMxQzb/c0n4cy1OO/ycyN+z7W8HzIfwRr0XHHK4MkcTS8wvZ14ZGxbwS9JRcFiBD0v5j/HDp3QcfiPM2eJcTuvFy+2x3n7ZVyhy0o/Wxo=,1,,,HLS,
[서부내륙선(평택부여)] 대흥터널(평택방면),36.613368,126.778486,http://cctvsec.ktict.co.kr/80457/3iH2pAQNPDXjSrMx9yikGQbdy9kLuZZHAH2V4FxIT2nW/5+Np6g62O0eD+IpCXulFmsvckEIGjLo5uK//jFRl04VSAC7+faNFVVziPlHr6E=,1,,,HLS,
[서부내륙선(평택부여)] 대흥터널(부여방면),36.617245,126.778595,http://cctvsec.ktict.co.kr/80458/4BNtHvicsV+6qet3DJVXMrjEmtjcOi0DIOGuPKvgAqmscPg+zld8pdBFExXAtmhXg3kfM7T2DtiVydDYdntTd4cFY/RW720sM4GsWJAw3IE=,1,,,HLS,
[서해안선] 당진교,36.858971,126.633582,http://cctvsec.ktict.co.kr/94877/zmrq6c7d7kFaw/vq7H9uevhCbqyA64Qg0iEiazLy0rJ8hWVDQCAFyGe8vxGmPdoCcXA2iJBAWn0buJq2kTws2Jx5XvSG9zip50SXlscqQto=,1,,,HLS,
[서해안선] 반촌,36.891100,126.704500,http://cctvsec.ktict.co.kr/94878/mL2RWWIGbVD/ZCsYrN49tx3v8p9gmNe4FUBj4mOVNSmcWOBxi29nKA1+OoXvS9ugkDyHoEcGXt2Xk8yJa2jkEoHsv+xPdXdMihV72tXocJw=,1,,,HLS,
[서해안선] 서해시점2,36.942986,126.793541,http://cctvsec.ktict.co.kr/94879/BaM6ZyKpWSNnB/dGCRxLR8moeXoma9T481NaPg04RJV+hINrbXN0XdAMlsHIcwKE/c1N3c9VsXNd1tnyL7p/sHmGmjwqyiHOGlzHU15DIEM=,1,,,HLS,
[서해안선] 서해P80,36.942913,126.808128,http://cctvsec.ktict.co.kr/94880/+zWoodbLHqgSVphztWOYVJnbON9y2/5p9bI4ROO9bkUJ5b37LqOo0Y49AwmdAhMccVLd1ijIpytww4MXVWYazvnTMTEBMaR2AVCUkz0dIiw=,1,,,HLS,
[서해안선] 서해PF2 갓길2,36.945377,126.826752,http://cctvsec.ktict.co.kr/94881/0W/3BM1M62/Er0OHrkzx1/8gGCirpCm1JkyM84NzKrXZ5UqsrEQbkPLYv+IIQeY7SpP8AuI+RU7yjtJnC9SDW4CCC1GbeDQDexEzEn72zbI=,1,,,HLS,
[서해안선] 서해주탑1,36.954166,126.846359,http://cctvsec.ktict.co.kr/94882/e96ay7wY5DlacpYUtItoFxRwcj51h2TzPoupDXqtml3GO0f56kKcVn9NJGBZgznRO9SpXNVBoC9ylxzg3eVpi4D/IfReUujl1q1tAot/Da4=,1,,,HLS,
[서해안선] 서해종점2,36.965313,126.867935,http://cctvsec.ktict.co.kr/94883/WkVva6K85Oab5SyZnHqHR2Nv2F4oXXtETWAbQ2Mhcea4ihqKCjjsdJ9jwNRczEqM/QQG6UXYoUtnnOgJdxVQu3BHTgd6f9FsqcZezxMGeHc=,1,,,HLS,
[서해안선] 희곡육교,36.971701,126.871334,http://cctvsec.ktict.co.kr/94884/LbsWeD0ikkj4/TJt8cBhiNmGprGinJ3CCehVzbwuvIzuP7i24VJkgjY52TpJCKb3zg6I0zQ7I+zWmqbODYDVp4HCmqt2NMe7or5CnEuwbyE=,1,,,HLS,
[대전당진선] 당진분기점2,36.850768,126.618447,http://cctvsec.ktict.co.kr/94885//yEbGC1zHAIfE7AYXc8rGp+DAJsjlcrG+sWfyot5s7yPtA7mUvPP89Ikh+cjbUFUXtCcgdcrFyz+aWxyMOuhYIWJ/Ig1e9uZD08KjiYrKUE=,1,,,HLS,
[대전당진선] 차동,36.588470,126.920801,http://cctvsec.ktict.co.kr/94886/lBdlIZOrxxTUqinNJKseQyoeoOxy2oFiHNDepKfSdu/lHA74ddHTqAy4S9QjfqnOjAegnisUx++BkrSJJ/kL+l/pyh8RXFHx+UlDolKucBo=,1,,,HLS,
[당진청주선] 아산,36.823120,126.971854,http://cctvsec.ktict.co.kr/94951/mPO3jhfWeGDIj/WPFi2kf9Y2j7BXSI82vc5aVh8rbLSBHeOtJIShfy0PdNRot823k5KrZlJ3lQzawZZ8oAczuAVOuSAk2+DfJ6KqS7IbLHI=,1,,,HLS,
[당진청주선] 염치2터널,36.820391,126.979538,http://cctvsec.ktict.co.kr/94952/DvmyOKpWoGKlGNTIi7APeoXW+v3rCdw+nxBZcRPCwg16+43RtKqSisuyF6h4gKbVPhVy9FXLyAKyH6fGdeqrG3N1buomlzjsLW3y/089RXo=,1,,,HLS,
[당진청주선] 염치2터널(당진)-1/1,36.818100,126.984900,http://cctvsec.ktict.co.kr/94953/D5+rNQ4WZOT6bRAQXIaKGt1eoUHAoKE03eufvF0wIlK+BvOa+KuwRRbYYEdP7sJ62ds2LdbykCT0hjEhOPDvyx4LC+p2PP/iUum+NzCHKkM=,1,,,HLS,
